"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"CTA|IT","06.01.2017 15:00 - 06.01.2017 16:00 (CET)","299","n/e","27","8201","1571","5","n/e","n/e","691","135","7","1506","289","n/e","n/e","11071","n/e","1851","40","n/e","5152"
"CTA|IT","06.01.2017 16:00 - 06.01.2017 17:00 (CET)","301","n/e","47","8911","1623","47","n/e","n/e","691","187","","1861","535","n/e","n/e","12043","n/e","260","39","n/e","5140"
"CTA|IT","06.01.2017 17:00 - 06.01.2017 18:00 (CET)","306","n/e","49","9232","1622","78","n/e","n/e","689","1181","","3099","890","n/e","n/e","12337","n/e","0","41","n/e","5066"
"CTA|IT","06.01.2017 18:00 - 06.01.2017 19:00 (CET)","306","n/e","88","9019","1622","73","n/e","n/e","689","1755","","3498","1094","n/e","n/e","12685","n/e","0","42","n/e","4721"
"CTA|IT","06.01.2017 19:00 - 06.01.2017 20:00 (CET)","302","n/e","113","8876","1622","66","n/e","n/e","689","1845","","3349","1082","n/e","n/e","12759","n/e","0","42","n/e","4430"
"CTA|IT","06.01.2017 20:00 - 06.01.2017 21:00 (CET)","304","n/e","179","8569","1625","62","n/e","n/e","690","2262","","2956","918","n/e","n/e","12501","n/e","0","39","n/e","4441"
"CTA|IT","06.01.2017 21:00 - 06.01.2017 22:00 (CET)","306","n/e","203","8768","1624","72","n/e","n/e","689","859","","2408","762","n/e","n/e","12169","n/e","0","37","n/e","4672"
"CTA|IT","06.01.2017 22:00 - 06.01.2017 23:00 (CET)","306","n/e","206","8245","1622","64","n/e","n/e","690","396","1","1724","475","n/e","n/e","11950","n/e","1","41","n/e","4787"
"CTA|IT","06.01.2017 23:00 - 07.01.2017 00:00 (CET)","296","n/e","201","8481","1619","62","n/e","n/e","690","0","52","1506","200","n/e","n/e","10504","n/e","1","41","n/e","4827"
"CTA|IT","07.01.2017 00:00 - 07.01.2017 01:00 (CET)","296","n/e","197","7899","1590","73","n/e","n/e","677","0","1061","1255","279","n/e","n/e","10441","n/e","0","42","n/e","4782"
"CTA|IT","07.01.2017 01:00 - 07.01.2017 02:00 (CET)","296","n/e","180","7284","1317","59","n/e","n/e","675","0","1474","1237","188","n/e","n/e","10126","n/e","1","41","n/e","4925"
"CTA|IT","07.01.2017 02:00 - 07.01.2017 03:00 (CET)","298","n/e","173","7513","1128","59","n/e","n/e","685","0","1482","1091","70","n/e","n/e","9534","n/e","1","42","n/e","4394"
"CTA|IT","07.01.2017 03:00 - 07.01.2017 04:00 (CET)","296","n/e","153","7582","1008","59","n/e","n/e","681","0","1581","1064","67","n/e","n/e","8710","n/e","0","39","n/e","4103"
"CTA|IT","07.01.2017 04:00 - 07.01.2017 05:00 (CET)","298","n/e","155","7374","975","59","n/e","n/e","682","0","1431","1049","67","n/e","n/e","8817","n/e","0","39","n/e","4174"
"CTA|IT","07.01.2017 05:00 - 07.01.2017 06:00 (CET)","295","n/e","157","7485","1217","59","n/e","n/e","682","0","1235","1047","68","n/e","n/e","9181","n/e","0","40","n/e","4177"
"CTA|IT","07.01.2017 06:00 - 07.01.2017 07:00 (CET)","295","n/e","186","6989","1415","59","n/e","n/e","682","36","8","1230","188","n/e","n/e","9614","n/e","0","38","n/e","4208"
"CTA|IT","07.01.2017 07:00 - 07.01.2017 08:00 (CET)","296","n/e","152","7720","1566","59","n/e","n/e","681","98","7","1556","286","n/e","n/e","11420","n/e","9","40","n/e","4088"
"CTA|IT","07.01.2017 08:00 - 07.01.2017 09:00 (CET)","288","n/e","150","8033","1607","59","n/e","n/e","680","236","1","1789","547","n/e","n/e","11236","n/e","642","41","n/e","4382"
"CTA|IT","07.01.2017 09:00 - 07.01.2017 10:00 (CET)","289","n/e","154","8286","1606","67","n/e","n/e","680","270","1","2070","655","n/e","n/e","11143","n/e","2589","38","n/e","4937"
"CTA|IT","07.01.2017 10:00 - 07.01.2017 11:00 (CET)","287","n/e","152","8127","1605","76","n/e","n/e","687","245","1","1912","669","n/e","n/e","11050","n/e","4764","42","n/e","4886"
"CTA|IT","07.01.2017 11:00 - 07.01.2017 12:00 (CET)","275","n/e","161","7867","1604","89","n/e","n/e","686","200","7","1850","514","n/e","n/e","10053","n/e","6184","38","n/e","4812"
"CTA|IT","07.01.2017 12:00 - 07.01.2017 13:00 (CET)","280","n/e","172","8184","1604","138","n/e","n/e","687","0","271","1618","520","n/e","n/e","10522","n/e","6274","39","n/e","4944"
"CTA|IT","07.01.2017 13:00 - 07.01.2017 14:00 (CET)","287","n/e","181","7849","1595","195","n/e","n/e","686","0","302","1563","341","n/e","n/e","9796","n/e","6218","37","n/e","4955"
"CTA|IT","07.01.2017 14:00 - 07.01.2017 15:00 (CET)","293","n/e","21","8546","1591","195","n/e","n/e","688","0","431","1420","260","n/e","n/e","11253","n/e","4219","36","n/e","5011"
"CTA|IT","07.01.2017 15:00 - 07.01.2017 16:00 (CET)","287","n/e","17","9047","1499","240","n/e","n/e","686","0","451","1472","235","n/e","n/e","12140","n/e","1854","40","n/e","4953"
"CTA|IT","07.01.2017 16:00 - 07.01.2017 17:00 (CET)","291","n/e","79","8757","1598","202","n/e","n/e","686","197","85","1736","570","n/e","n/e","12573","n/e","284","42","n/e","4766"
"CTA|IT","07.01.2017 17:00 - 07.01.2017 18:00 (CET)","296","n/e","101","9773","1634","251","n/e","n/e","685","720","32","2707","991","n/e","n/e","13969","n/e","0","39","n/e","4503"
"CTA|IT","07.01.2017 18:00 - 07.01.2017 19:00 (CET)","294","n/e","169","9689","1634","217","n/e","n/e","685","1025","6","3259","1258","n/e","n/e","14193","n/e","0","40","n/e","4510"
"CTA|IT","07.01.2017 19:00 - 07.01.2017 20:00 (CET)","289","n/e","172","9564","1633","220","n/e","n/e","685","1201","6","3349","1323","n/e","n/e","14081","n/e","0","39","n/e","4681"
"CTA|IT","07.01.2017 20:00 - 07.01.2017 21:00 (CET)","281","n/e","190","9349","1630","212","n/e","n/e","685","1190","6","2643","1091","n/e","n/e","13644","n/e","0","41","n/e","4844"
"CTA|IT","07.01.2017 21:00 - 07.01.2017 22:00 (CET)","284","n/e","199","8999","1629","229","n/e","n/e","685","307","6","2173","577","n/e","n/e","13349","n/e","1","42","n/e","4678"
"CTA|IT","07.01.2017 22:00 - 07.01.2017 23:00 (CET)","296","n/e","202","8722","1628","244","n/e","n/e","685","0","220","1646","348","n/e","n/e","12394","n/e","1","41","n/e","4520"
"CTA|IT","07.01.2017 23:00 - 08.01.2017 00:00 (CET)","293","n/e","206","8113","1631","214","n/e","n/e","685","0","278","1512","358","n/e","n/e","11147","n/e","1","42","n/e","4343"
"CTA|IT","08.01.2017 00:00 - 08.01.2017 01:00 (CET)","294","n/e","208","7242","1624","166","n/e","n/e","685","0","899","1573","248","n/e","n/e","10757","n/e","1","41","n/e","4146"
"CTA|IT","08.01.2017 01:00 - 08.01.2017 02:00 (CET)","294","n/e","220","6655","1611","164","n/e","n/e","685","0","1325","1301","76","n/e","n/e","10342","n/e","1","40","n/e","4036"
"CTA|IT","08.01.2017 02:00 - 08.01.2017 03:00 (CET)","291","n/e","212","6538","1448","139","n/e","n/e","685","0","1502","1205","72","n/e","n/e","9848","n/e","1","42","n/e","3824"
"CTA|IT","08.01.2017 03:00 - 08.01.2017 04:00 (CET)","295","n/e","212","6113","1534","135","n/e","n/e","685","0","1586","1135","72","n/e","n/e","9012","n/e","1","42","n/e","3630"
"CTA|IT","08.01.2017 04:00 - 08.01.2017 05:00 (CET)","293","n/e","214","5718","1535","136","n/e","n/e","685","0","1629","1080","73","n/e","n/e","8615","n/e","0","42","n/e","3397"
"CTA|IT","08.01.2017 05:00 - 08.01.2017 06:00 (CET)","291","n/e","210","6067","1593","150","n/e","n/e","685","0","1628","1042","71","n/e","n/e","8759","n/e","0","41","n/e","3095"
"CTA|IT","08.01.2017 06:00 - 08.01.2017 07:00 (CET)","290","n/e","213","6155","1631","151","n/e","n/e","684","0","1510","1069","98","n/e","n/e","9290","n/e","0","41","n/e","3013"
"CTA|IT","08.01.2017 07:00 - 08.01.2017 08:00 (CET)","283","n/e","213","6229","1631","168","n/e","n/e","684","0","1159","1194","135","n/e","n/e","10821","n/e","21","42","n/e","2757"
"CTA|IT","08.01.2017 08:00 - 08.01.2017 09:00 (CET)","279","n/e","211","6940","1629","210","n/e","n/e","684","0","689","1297","181","n/e","n/e","11037","n/e","534","42","n/e","2493"
"CTA|IT","08.01.2017 09:00 - 08.01.2017 10:00 (CET)","283","n/e","213","8025","1630","224","n/e","n/e","682","6","8","1478","289","n/e","n/e","11491","n/e","1900","43","n/e","2745"
"CTA|IT","08.01.2017 10:00 - 08.01.2017 11:00 (CET)","262","n/e","219","8530","1632","218","n/e","n/e","683","49","1","1483","383","n/e","n/e","11823","n/e","3386","41","n/e","3203"
"CTA|IT","08.01.2017 11:00 - 08.01.2017 12:00 (CET)","254","n/e","216","8361","1627","232","n/e","n/e","676","101","1","1464","531","n/e","n/e","11109","n/e","3866","44","n/e","3299"
"CTA|IT","08.01.2017 12:00 - 08.01.2017 13:00 (CET)","267","n/e","225","8561","1582","326","n/e","n/e","648","101","1","1428","434","n/e","n/e","11434","n/e","3891","45","n/e","3159"
"CTA|IT","08.01.2017 13:00 - 08.01.2017 14:00 (CET)","275","n/e","218","8310","1504","334","n/e","n/e","647","92","41","1430","448","n/e","n/e","10459","n/e","4108","43","n/e","3182"
"CTA|IT","08.01.2017 14:00 - 08.01.2017 15:00 (CET)","276","n/e","225","8259","1502","404","n/e","n/e","648","151","164","1315","243","n/e","n/e","11180","n/e","3192","42","n/e","3170"
"CTA|IT","08.01.2017 15:00 - 08.01.2017 16:00 (CET)","273","n/e","218","8522","1505","352","n/e","n/e","648","156","102","1373","206","n/e","n/e","11627","n/e","1292","46","n/e","3017"
"CTA|IT","08.01.2017 16:00 - 08.01.2017 17:00 (CET)","272","n/e","214","9102","1504","334","n/e","n/e","666","200","40","1462","322","n/e","n/e","12072","n/e","177","45","n/e","2883"
"CTA|IT","08.01.2017 17:00 - 08.01.2017 18:00 (CET)","271","n/e","213","10249","1558","421","n/e","n/e","686","570","6","2245","544","n/e","n/e","13663","n/e","0","45","n/e","2723"
"CTA|IT","08.01.2017 18:00 - 08.01.2017 19:00 (CET)","274","n/e","214","9999","1628","383","n/e","n/e","685","523","6","2985","895","n/e","n/e","14338","n/e","0","47","n/e","2533"
"CTA|IT","08.01.2017 19:00 - 08.01.2017 20:00 (CET)","276","n/e","214","9912","1629","350","n/e","n/e","685","549","6","3396","1195","n/e","n/e","14436","n/e","0","46","n/e","2709"
"CTA|IT","08.01.2017 20:00 - 08.01.2017 21:00 (CET)","280","n/e","214","9538","1630","330","n/e","n/e","686","585","6","2795","934","n/e","n/e","14566","n/e","0","47","n/e","3025"
"CTA|IT","08.01.2017 21:00 - 08.01.2017 22:00 (CET)","280","n/e","215","9997","1603","389","n/e","n/e","686","293","53","2336","681","n/e","n/e","13832","n/e","1","47","n/e","3149"
"CTA|IT","08.01.2017 22:00 - 08.01.2017 23:00 (CET)","278","n/e","215","9724","1549","300","n/e","n/e","687","221","21","1919","520","n/e","n/e","12853","n/e","1","43","n/e","3088"
"CTA|IT","08.01.2017 23:00 - 09.01.2017 00:00 (CET)","278","n/e","214","8788","1584","312","n/e","n/e","687","207","8","1500","366","n/e","n/e","10885","n/e","1","44","n/e","2899"
"CTA|IT","09.01.2017 00:00 - 09.01.2017 01:00 (CET)","280","n/e","219","8316","1611","205","n/e","n/e","685","0","1779","1641","929","n/e","n/e","10871","n/e","1","43","n/e","2726"
"CTA|IT","09.01.2017 01:00 - 09.01.2017 02:00 (CET)","281","n/e","215","7958","1623","171","n/e","n/e","684","0","1795","1295","210","n/e","n/e","9853","n/e","1","43","n/e","2801"
"CTA|IT","09.01.2017 02:00 - 09.01.2017 03:00 (CET)","280","n/e","216","7848","1604","138","n/e","n/e","685","0","1817","1166","101","n/e","n/e","9215","n/e","1","46","n/e","2901"
"CTA|IT","09.01.2017 03:00 - 09.01.2017 04:00 (CET)","284","n/e","214","7490","1470","136","n/e","n/e","684","0","1911","1100","95","n/e","n/e","8659","n/e","1","44","n/e","2913"
"CTA|IT","09.01.2017 04:00 - 09.01.2017 05:00 (CET)","280","n/e","214","7109","1402","136","n/e","n/e","684","0","1974","1079","122","n/e","n/e","8845","n/e","0","46","n/e","3282"
"CTA|IT","09.01.2017 05:00 - 09.01.2017 06:00 (CET)","280","n/e","214","7982","1420","137","n/e","n/e","684","0","1850","1086","135","n/e","n/e","9872","n/e","0","44","n/e","3471"
"CTA|IT","09.01.2017 06:00 - 09.01.2017 07:00 (CET)","281","n/e","215","9781","1286","156","n/e","n/e","685","255","8","1290","435","n/e","n/e","11537","n/e","0","44","n/e","3014"
"CTA|IT","09.01.2017 07:00 - 09.01.2017 08:00 (CET)","277","n/e","230","12002","1519","214","n/e","n/e","685","815","7","2502","1001","n/e","n/e","14036","n/e","39","43","n/e","3003"
"CTA|IT","09.01.2017 08:00 - 09.01.2017 09:00 (CET)","279","n/e","269","12507","1618","272","n/e","n/e","684","992","1","3585","1314","n/e","n/e","15228","n/e","946","43","n/e","3254"
"CTA|IT","09.01.2017 09:00 - 09.01.2017 10:00 (CET)","283","n/e","271","12311","1620","350","n/e","n/e","682","656","1","4149","1753","n/e","n/e","15683","n/e","3055","42","n/e","2950"
"CTA|IT","09.01.2017 10:00 - 09.01.2017 11:00 (CET)","283","n/e","282","11720","1623","354","n/e","n/e","682","618","1","3908","1178","n/e","n/e","15122","n/e","5268","43","n/e","3240"
"CTA|IT","09.01.2017 11:00 - 09.01.2017 12:00 (CET)","280","n/e","260","11405","1629","380","n/e","n/e","683","577","7","3051","1019","n/e","n/e","15028","n/e","6274","43","n/e","3803"
"CTA|IT","09.01.2017 12:00 - 09.01.2017 13:00 (CET)","286","n/e","242","11124","1607","336","n/e","n/e","685","548","7","2678","879","n/e","n/e","14384","n/e","6080","42","n/e","3840"
"CTA|IT","09.01.2017 13:00 - 09.01.2017 14:00 (CET)","286","n/e","226","11189","1607","334","n/e","n/e","685","633","7","2138","694","n/e","n/e","14584","n/e","5853","43","n/e","3636"
"CTA|IT","09.01.2017 14:00 - 09.01.2017 15:00 (CET)","284","n/e","217","11883","1606","334","n/e","n/e","685","579","7","2184","864","n/e","n/e","14777","n/e","4054","42","n/e","3527"
"CTA|IT","09.01.2017 15:00 - 09.01.2017 16:00 (CET)","293","n/e","219","12594","1611","380","n/e","n/e","684","219","1","2690","916","n/e","n/e","15377","n/e","1739","45","n/e","3612"
"CTA|IT","09.01.2017 16:00 - 09.01.2017 17:00 (CET)","290","n/e","213","13307","1628","395","n/e","n/e","685","352","34","3429","918","n/e","n/e","15986","n/e","256","45","n/e","3463"
"CTA|IT","09.01.2017 17:00 - 09.01.2017 18:00 (CET)","294","n/e","213","13800","1601","388","n/e","n/e","686","443","","4131","1347","n/e","n/e","17186","n/e","0","42","n/e","3279"
"CTA|IT","09.01.2017 18:00 - 09.01.2017 19:00 (CET)","294","n/e","213","13516","1590","339","n/e","n/e","684","559","","4864","1858","n/e","n/e","16852","n/e","0","43","n/e","3419"
"CTA|IT","09.01.2017 19:00 - 09.01.2017 20:00 (CET)","296","n/e","213","13344","1590","349","n/e","n/e","684","1049","3","4776","1269","n/e","n/e","16022","n/e","0","43","n/e","3573"
"CTA|IT","09.01.2017 20:00 - 09.01.2017 21:00 (CET)","295","n/e","213","12601","1595","377","n/e","n/e","683","728","5","3631","1067","n/e","n/e","15529","n/e","0","43","n/e","3437"
"CTA|IT","09.01.2017 21:00 - 09.01.2017 22:00 (CET)","296","n/e","214","12209","1562","374","n/e","n/e","683","562","5","2847","703","n/e","n/e","15587","n/e","1","44","n/e","2992"
"CTA|IT","09.01.2017 22:00 - 09.01.2017 23:00 (CET)","292","n/e","213","11206","1581","387","n/e","n/e","660","458","82","2090","538","n/e","n/e","13898","n/e","1","43","n/e","2869"
"CTA|IT","09.01.2017 23:00 - 10.01.2017 00:00 (CET)","294","n/e","213","9013","1553","250","n/e","n/e","645","107","26","1771","327","n/e","n/e","12521","n/e","1","45","n/e","2553"
"CTA|IT","10.01.2017 00:00 - 10.01.2017 01:00 (CET)","291","n/e","215","7963","1570","153","n/e","n/e","644","0","462","1680","691","n/e","n/e","11212","n/e","0","46","n/e","2022"
"CTA|IT","10.01.2017 01:00 - 10.01.2017 02:00 (CET)","296","n/e","212","7276","1618","163","n/e","n/e","644","0","628","1396","239","n/e","n/e","10303","n/e","0","45","n/e","1631"
"CTA|IT","10.01.2017 02:00 - 10.01.2017 03:00 (CET)","296","n/e","213","6987","1627","171","n/e","n/e","670","0","673","1195","137","n/e","n/e","9510","n/e","0","45","n/e","1474"
"CTA|IT","10.01.2017 03:00 - 10.01.2017 04:00 (CET)","292","n/e","213","6528","1628","162","n/e","n/e","683","0","673","1151","139","n/e","n/e","9550","n/e","0","46","n/e","1369"
"CTA|IT","10.01.2017 04:00 - 10.01.2017 05:00 (CET)","296","n/e","213","6839","1628","161","n/e","n/e","682","0","672","1120","163","n/e","n/e","9844","n/e","0","43","n/e","1193"
"CTA|IT","10.01.2017 05:00 - 10.01.2017 06:00 (CET)","295","n/e","213","8047","1627","174","n/e","n/e","683","0","511","1147","157","n/e","n/e","10896","n/e","0","46","n/e","1017"
"CTA|IT","10.01.2017 06:00 - 10.01.2017 07:00 (CET)","294","n/e","213","10791","1637","210","n/e","n/e","683","0","8","1362","443","n/e","n/e","12607","n/e","0","45","n/e","993"
"CTA|IT","10.01.2017 07:00 - 10.01.2017 08:00 (CET)","290","n/e","213","12818","1641","323","n/e","n/e","682","50","7","2942","1011","n/e","n/e","15083","n/e","21","43","n/e","1043"
"CTA|IT","10.01.2017 08:00 - 10.01.2017 09:00 (CET)","296","n/e","213","13466","1642","435","n/e","n/e","647","449","7","3889","1569","n/e","n/e","16403","n/e","399","43","n/e","983"
"CTA|IT","10.01.2017 09:00 - 10.01.2017 10:00 (CET)","292","n/e","214","14074","1640","465","n/e","n/e","643","349","7","4370","1813","n/e","n/e","16722","n/e","1082","43","n/e","794"
"CTA|IT","10.01.2017 10:00 - 10.01.2017 11:00 (CET)","294","n/e","213","14211","1632","470","n/e","n/e","639","279","1","4334","1908","n/e","n/e","16676","n/e","1841","44","n/e","694"
"CTA|IT","10.01.2017 11:00 - 10.01.2017 12:00 (CET)","290","n/e","213","14579","1630","502","n/e","n/e","640","284","1","3974","2186","n/e","n/e","16172","n/e","2367","45","n/e","713"
"CTA|IT","10.01.2017 12:00 - 10.01.2017 13:00 (CET)","279","n/e","213","14425","1595","521","n/e","n/e","681","126","11","3376","1430","n/e","n/e","15941","n/e","2861","43","n/e","759"
"CTA|IT","10.01.2017 13:00 - 10.01.2017 14:00 (CET)","280","n/e","213","14473","1506","528","n/e","n/e","682","140","142","3180","1361","n/e","n/e","16041","n/e","2510","44","n/e","875"
"CTA|IT","10.01.2017 14:00 - 10.01.2017 15:00 (CET)","289","n/e","213","14356","1503","548","n/e","n/e","684","262","86","3249","1355","n/e","n/e","16390","n/e","2003","46","n/e","910"
"CTA|IT","10.01.2017 15:00 - 10.01.2017 16:00 (CET)","289","n/e","213","14413","1325","585","n/e","n/e","682","804","47","3132","1366","n/e","n/e","17087","n/e","648","45","n/e","955"
"CTA|IT","10.01.2017 16:00 - 10.01.2017 17:00 (CET)","287","n/e","213","14519","1212","582","n/e","n/e","683","1060","7","3602","1287","n/e","n/e","17943","n/e","90","44","n/e","929"
"CTA|IT","10.01.2017 17:00 - 10.01.2017 18:00 (CET)","294","n/e","213","14536","1304","555","n/e","n/e","681","1277","6","4552","1470","n/e","n/e","18181","n/e","0","44","n/e","997"
"CTA|IT","10.01.2017 18:00 - 10.01.2017 19:00 (CET)","293","n/e","213","14256","1493","539","n/e","n/e","683","1238","6","4488","1409","n/e","n/e","17671","n/e","0","45","n/e","1162"
"CTA|IT","10.01.2017 19:00 - 10.01.2017 20:00 (CET)","296","n/e","213","13850","1627","475","n/e","n/e","683","920","6","3963","1181","n/e","n/e","17403","n/e","0","45","n/e","1243"
"CTA|IT","10.01.2017 20:00 - 10.01.2017 21:00 (CET)","293","n/e","213","12939","1618","392","n/e","n/e","683","840","","3452","859","n/e","n/e","16507","n/e","0","44","n/e","1348"
"CTA|IT","10.01.2017 21:00 - 10.01.2017 22:00 (CET)","291","n/e","213","12815","1618","386","n/e","n/e","684","87","","3005","654","n/e","n/e","15329","n/e","0","42","n/e","1433"
"CTA|IT","10.01.2017 22:00 - 10.01.2017 23:00 (CET)","290","n/e","214","11013","1622","228","n/e","n/e","684","0","7","2223","561","n/e","n/e","14226","n/e","0","44","n/e","1565"
"CTA|IT","10.01.2017 23:00 - 11.01.2017 00:00 (CET)","292","n/e","214","10009","1553","220","n/e","n/e","685","0","34","1725","582","n/e","n/e","11766","n/e","0","47","n/e","1561"
"CTA|IT","11.01.2017 00:00 - 11.01.2017 01:00 (CET)","302","n/e","218","8481","1583","226","n/e","n/e","685","0","1258","2215","1139","n/e","n/e","11200","n/e","0","44","n/e","1638"
"CTA|IT","11.01.2017 01:00 - 11.01.2017 02:00 (CET)","305","n/e","214","7315","1630","251","n/e","n/e","684","0","1327","1950","649","n/e","n/e","10303","n/e","0","47","n/e","1753"
"CTA|IT","11.01.2017 02:00 - 11.01.2017 03:00 (CET)","304","n/e","215","6871","1626","247","n/e","n/e","683","0","1327","1739","283","n/e","n/e","9734","n/e","0","46","n/e","1814"
"CTA|IT","11.01.2017 03:00 - 11.01.2017 04:00 (CET)","303","n/e","214","6273","1626","206","n/e","n/e","683","0","1327","1711","173","n/e","n/e","9329","n/e","0","47","n/e","1906"
"CTA|IT","11.01.2017 04:00 - 11.01.2017 05:00 (CET)","303","n/e","214","6705","1629","217","n/e","n/e","683","0","1326","1717","168","n/e","n/e","9476","n/e","0","45","n/e","1867"
"CTA|IT","11.01.2017 05:00 - 11.01.2017 06:00 (CET)","294","n/e","214","7724","1626","195","n/e","n/e","683","0","1270","1764","360","n/e","n/e","10488","n/e","0","47","n/e","1902"
"CTA|IT","11.01.2017 06:00 - 11.01.2017 07:00 (CET)","297","n/e","211","9958","1628","199","n/e","n/e","684","13","7","2597","769","n/e","n/e","12501","n/e","0","46","n/e","2064"
"CTA|IT","11.01.2017 07:00 - 11.01.2017 08:00 (CET)","300","n/e","213","12123","1628","247","n/e","n/e","660","597","7","3211","1293","n/e","n/e","15704","n/e","43","43","n/e","2266"
"CTA|IT","11.01.2017 08:00 - 11.01.2017 09:00 (CET)","294","n/e","217","13398","1609","223","n/e","n/e","662","648","5","3738","1501","n/e","n/e","16679","n/e","829","41","n/e","2286"
"CTA|IT","11.01.2017 09:00 - 11.01.2017 10:00 (CET)","298","n/e","214","13874","1602","210","n/e","n/e","665","179","1","4301","2131","n/e","n/e","16709","n/e","2800","41","n/e","2039"
